date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:40	6625/6625	---M--	200	added ('OK')	image/png	etag:%2219e1-57a8490e7f703%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/videohive.png	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/videohive.png	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:40	6550/6550	---M--	200	added ('OK')	image/png	etag:%221996-57a849068a4f5%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/photodune.png	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/photodune.png	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:41	6731/6731	---M--	200	added ('OK')	image/png	etag:%221a4b-57a84903e9b24%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/graph.png	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/graph.png	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:44	86927/86927	---MC-	200	added ('OK')	text/javascript	date:Thu,%2025%20Jan%202018%2015:33:24%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Mes%20Sites%20Web/corporate1/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:45	50676/50676	---M-Z	200	added ('OK')	text/javascript	etag:%221544639633%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.1.0/js/bootstrap.min.js	C:/Mes%20Sites%20Web/corporate1/maxcdn.bootstrapcdn.com/bootstrap/4.1.0/js/bootstrap.min.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:48	11084/11084	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49fa-2b4c%22	https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	C:/Mes%20Sites%20Web/corporate1/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:48	24548/24548	---M--	200	added ('OK')	application/x-javascript	etag:%225fe4-57a8490fbf057%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/jquery.smartmenus.min.js	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/jquery.smartmenus.min.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:51	85368/85368	---M--	200	added ('OK')	application/x-javascript	etag:%2214d78-57a8491018dda%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/owl.carousel.js	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/owl.carousel.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:52	6396/6396	---M--	200	added ('OK')	application/x-javascript	etag:%2218fc-57a8490f898dd%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/custom.js	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/js/custom.js	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/)
15:31:54	33326/33326	---M--	200	added ('OK')	image/jpeg	etag:%22822e-57a848fad6ad3%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/about.jpg	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/about.jpg	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/css/style.css)
15:31:55	8026/8026	---M--	200	added ('OK')	image/jpeg	etag:%221f5a-57a8490156c13%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/counter_bg.jpg	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/counter_bg.jpg	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/css/style.css)
15:32:02	90357/90357	---M--	200	added ('OK')	image/png	etag:%22160f5-57a8490967b71%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/services.png	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/services.png	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/css/style.css)
15:32:04	14185/14185	---M--	200	added ('OK')	image/png	etag:%223769-57a848fbf8796%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/arrow.png	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/arrow.png	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/css/style.css)
15:32:06	90774/90774	---M--	200	added ('OK')	image/jpeg	etag:%2216296-57a8490cc0e6a%22	http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/testimonials-bg.jpg	C:/Mes%20Sites%20Web/corporate1/netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/images/testimonials-bg.jpg	(from http://netizensstore.com/netbizz_theme/netbizz_HTML/multipage_3/assets/css/style.css)
